nct_id,start_date,study_first_submitted_date,study_first_submitted_qc_date,has_prospective_registration,nlm_download_date_description,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_date_type,verification_date,completion_date_type,completion_date,primary_completion_date_type,primary_completion_date,updated_at,start_month_year,verification_month_year,completion_month_year,primary_completion_month_year,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed,patient_registry,were_results_reported,days_compl_to_summary,days_reg_to_start,summary_result_12_month,summary_result_24_month
NCT01388231,2010-09-30,2011-06-08,2011-07-04,FALSE,NA,NA,NA,2011-07-07,2011-07-06,ESTIMATED,NA,NA,NA,NA,NA,NA,2011-07-07,2011-07-08,ESTIMATED,NA,2011-07-31,ESTIMATED,2013-06-30,ESTIMATED,2013-06-30,2024-09-25T06:55:11Z,2010-09,2011-07,2013-06,2013-06,NA,INTERVENTIONAL,NA,NA,Transfer of Manualized Cognitive-Behavioral Therapy (CBT) for Social Phobia Into Clinical Practice,Transfer of Manualized Cognitive-Behavioral Therapy (CBT) for Social Phobia Into Clinical Practice (SophoPrax),UNKNOWN,RECRUITING,PHASE2/PHASE3,116,ESTIMATED,Technische Universität Dresden,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T06:55:11Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-251,FALSE,FALSE
NCT01656928,2008-09-30,2012-07-27,2012-08-02,FALSE,NA,NA,NA,2012-08-02,2012-08-03,ESTIMATED,NA,NA,NA,NA,NA,NA,2012-08-02,2012-08-03,ESTIMATED,NA,2012-07-31,ACTUAL,2011-04-30,ACTUAL,2010-09-30,2024-09-27T02:27:23Z,2008-09,2012-07,2011-04,2010-09,NA,INTERVENTIONAL,NA,NA,Effects of a Pre-school-based Nutritional Intervention on Children's Eating Behavior and Anthropometric Parameters,Effects of a Pre-school-based Nutritional Intervention on Children's Eating Behavior and Anthropometric Parameters: a Cluster-randomized Trial,COMPLETED,NA,NA,375,ACTUAL,Heidelberg University,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T02:27:23Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-1396,FALSE,FALSE
NCT02772146,2016-05-11,2016-05-09,2016-05-11,TRUE,NA,NA,NA,2017-03-13,2016-05-13,ESTIMATED,NA,NA,NA,NA,NA,NA,2017-03-13,2017-03-14,ACTUAL,ACTUAL,2017-02-28,ACTUAL,2017-01-23,ACTUAL,2017-01-23,2024-09-26T03:53:11Z,2016-05-11,2017-02,2017-01-23,2017-01-23,NA,INTERVENTIONAL,NA,NA,A Clinical Study of the Safety and Efficacy of a Wearable Device (CLS UF) That Delivers Continuous Administration of Glucose to Recirculated Peritoneal Dialysis Fluid for the Purpose of Ultrafiltration in Patients With Congestive Heart Failure,A Clinical Study of the Safety and Efficacy of a Wearable Device (CLS UF) That Delivers Continuous Administration of Glucose to Recirculated Peritoneal Dialysis Fluid for the Purpose of Ultrafiltration in Patients With Congestive Heart Failure,TERMINATED,NA,NA,2,ACTUAL,Triomed AB,NA,1,NA,After 2 patients it was concluded that a large change in exclusion criteria and study design was needed to obtain the ojective for the study,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNDECIDED,The Sponsor may choose to publish or present data from this clinical investigation.,2024-09-26T03:53:11Z,INDUSTRY,NA,NA,NA,NA,NA,NA,FALSE,NA,2,FALSE,FALSE
NCT01434589,2012-01-31,2011-09-08,2011-09-14,TRUE,NA,NA,NA,2017-10-10,2011-09-15,ESTIMATED,NA,NA,NA,NA,NA,NA,2017-10-10,2017-10-11,ACTUAL,NA,2017-10-31,ACTUAL,2017-08-31,ACTUAL,2017-06-30,2024-09-25T06:55:11Z,2012-01,2017-10,2017-08,2017-06,NA,INTERVENTIONAL,STICA,NA,Effects of a Manualized Short-term Treatment of Internet and Computer Game Addiction,Effects of a Manualized Short-term Treatment of Internet and Computer Game Addiction,COMPLETED,NA,NA,187,ACTUAL,Johannes Gutenberg University Mainz,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T06:55:11Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,145,FALSE,FALSE
NCT00919958,2009-06-30,2009-06-10,2009-06-11,TRUE,NA,NA,NA,2012-06-17,2009-06-12,ESTIMATED,NA,NA,NA,NA,NA,NA,2012-06-17,2012-06-19,ESTIMATED,NA,2012-06-30,ACTUAL,2012-06-30,ACTUAL,2012-06-30,2024-09-25T17:20:56Z,2009-06,2012-06,2012-06,2012-06,NA,INTERVENTIONAL,NA,NA,Safety of Intramuscular Injection of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia,Phase I Study of Intramuscular (IM) Injection of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia. PLX-PAD Are Mesenchymal-like Stromal Cells Derived From a Full Term Placenta. These Placental Adherent Stromal Cells (ASCs) Are Expanded in the Company's Proprietary PluriXTM 3D Bioreactor System. PLX Cells Are Immune Privileged and Possess Immunomodulatory Properties.,COMPLETED,NA,PHASE1,15,ACTUAL,Pluristem Ltd.,NA,3,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T17:20:56Z,INDUSTRY,NA,NA,NA,NA,NA,NA,FALSE,NA,20,FALSE,FALSE
NCT01785186,2013-04-30,2012-12-17,2013-02-04,TRUE,NA,2017-08-22,NA,2017-08-22,2013-02-07,ESTIMATED,2017-08-22,2017-09-20,ACTUAL,NA,NA,NA,2017-08-22,2017-09-20,ACTUAL,NA,2017-08-31,ACTUAL,2015-03-31,ACTUAL,2014-09-30,2024-09-25T17:20:56Z,2013-04,2017-08,2015-03,2014-09,NA,INTERVENTIONAL,NA,NA,"Evaluation of SQ109, High-dose Rifampicin, and Moxifloxacin in Adults With Smear-positive Pulmonary TB in a MAMS Design","A Multiple Arm, Multiple Stage, Phase 2, OL, Randomized, Controlled Trial to Evaluate 4 Treatment Regimens of SQ109, Increased Doses of Rifampicin, and Moxifloxacin in Adults With Newly Diagnosed, Smear-positive Pulmonary Tuberculosis",COMPLETED,NA,PHASE2,365,ACTUAL,Ludwig-Maximilians - University of Munich,NA,5,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T17:20:56Z,OTHER,NA,NA,NA,NA,NA,NA,TRUE,875,134,FALSE,FALSE
NCT01598649,2012-06-30,2012-05-09,2012-05-10,TRUE,NA,NA,NA,2013-10-28,2012-05-15,ESTIMATED,NA,NA,NA,NA,NA,NA,2013-10-28,2013-10-29,ESTIMATED,NA,2013-10-31,ACTUAL,2013-10-31,ACTUAL,2012-12-31,2024-09-25T17:20:56Z,2012-06,2013-10,2013-10,2012-12,NA,INTERVENTIONAL,NA,NA,Intervention With Lupin Protein-enriched Foods in Hypercholesterolemic Subjects,Influence of Intervention With Lupin Protein-enriched Foods on Cardiovascular Risk Factors in Hypercholesterolemic Subjects,COMPLETED,NA,NA,72,ACTUAL,University of Jena,NA,3,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T17:20:56Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,52,FALSE,FALSE
NCT02099968,2014-04-30,2014-03-26,2014-03-26,TRUE,NA,NA,NA,2019-07-08,2014-03-31,ESTIMATED,NA,NA,NA,NA,NA,NA,2019-07-08,2019-07-10,ACTUAL,NA,2019-07-31,ACTUAL,2015-12-31,ACTUAL,2015-03-31,2024-09-25T17:26:27Z,2014-04,2019-07,2015-12,2015-03,NA,INTERVENTIONAL,NA,NA,Comprehensive Lifestyle Modification for Patients With Hypertension and Metabolic Syndrome: a Multicenter Randomized Controlled Trial,Intensivierte Ernährungs- Und Lebensstilmodifikation Bei Patienten Mit Bluthochdruck Und Kardiometabolischer Risikokonstellation. Eine Zweizentrische Randomisiert-kontrollierte Interventionsstudie über 6 Monate,COMPLETED,NA,NA,145,ACTUAL,Universität Duisburg-Essen,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T17:26:27Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,35,FALSE,FALSE
NCT02262949,2014-09-30,2014-09-25,2014-10-08,TRUE,NA,NA,NA,2016-12-06,2014-10-13,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-12-06,2016-12-07,ESTIMATED,NA,2016-12-31,ACTUAL,2016-07-31,ACTUAL,2015-07-31,2024-09-25T17:26:27Z,2014-09,2016-12,2016-07,2015-07,NA,INTERVENTIONAL,REALITY2,NA,A Prospective Study of the Bard® LifeStent® Solo Vascular Stent System,A Prospective Study of the Bard® LifeStent® Solo Vascular Stent System (REALITY2),COMPLETED,NA,NA,31,ACTUAL,C. R. Bard,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T17:26:27Z,INDUSTRY,NA,NA,NA,NA,NA,NA,FALSE,NA,5,FALSE,FALSE
NCT00996554,2004-01-31,2009-10-14,2009-10-15,FALSE,NA,NA,NA,2015-12-07,2009-10-16,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-12-07,2015-12-08,ESTIMATED,NA,2015-12-31,ACTUAL,2012-05-31,ACTUAL,2012-01-31,2024-09-25T17:26:27Z,2004-01,2015-12,2012-05,2012-01,NA,INTERVENTIONAL,ANATECH,NA,Randomized Study Comparing Two Established Gastrointestinal Suture Techniques - One-layer-continuous Versus Double-layer-continuous Suture,Randomized Trial to Compare Two Gastrointestinal Anastomosis Techniques - Single Layer Continuous Versus Double Layer Continuous,TERMINATED,NA,PHASE3,252,ACTUAL,Universitätsmedizin Mannheim,NA,2,NA,Feasibility reasons; recruitment was too slow.,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T17:26:27Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-2083,FALSE,FALSE
NCT01584180,2012-01-31,2012-04-21,2012-04-21,FALSE,NA,NA,NA,2012-08-14,2012-04-24,ESTIMATED,NA,NA,NA,NA,NA,NA,2012-08-14,2012-08-15,ESTIMATED,NA,2012-08-31,ACTUAL,2012-05-31,ACTUAL,2012-05-31,2024-09-27T02:27:23Z,2012-01,2012-08,2012-05,2012-05,NA,INTERVENTIONAL,iCOOL 3,NA,"A Randomized Trial Comparing 2 Methods for Rapid Induction of Cooling in Stroke Patients, Cold Infusions vs. EMCOOLS Brain.Pad (iCOOL 3)","iCOOL 3 (Induction of COOLing 3): A Randomized Trial Comparing 2 Methods for Rapid Induction of Cooling in Stroke Patients, Cold Infusions vs. EMCOOLS Brain.Pad",COMPLETED,NA,PHASE2,20,ESTIMATED,University Hospital Heidelberg,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T02:27:23Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-81,FALSE,FALSE
NCT00544583,2007-11-30,2007-10-15,2007-10-15,TRUE,NA,NA,NA,2010-01-26,2007-10-16,ESTIMATED,NA,NA,NA,NA,NA,NA,2010-01-26,2010-01-27,ESTIMATED,NA,2010-01-31,ESTIMATED,2012-04-30,ESTIMATED,2011-04-30,2024-09-25T17:26:27Z,2007-11,2010-01,2012-04,2011-04,NA,INTERVENTIONAL,CONTINT,NA,Continuous Versus Interrupted Abdominal Wall Closure After Emergency Midline Laparotomy,Continuous Versus Interrupted Abdominal Wall Closure After Emergency Midline Laparotomy: CONTINT - A Randomized Controlled Study,UNKNOWN,RECRUITING,PHASE2/PHASE3,80,ESTIMATED,Heidelberg University,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T17:26:27Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,46,FALSE,FALSE
NCT00533221,2007-10-31,2007-09-12,2007-09-20,TRUE,NA,NA,NA,2013-12-17,2007-09-21,ESTIMATED,NA,NA,NA,NA,NA,NA,2013-12-17,2013-12-18,ESTIMATED,NA,2013-12-31,ACTUAL,2011-08-31,ACTUAL,2010-02-28,2024-09-26T03:58:33Z,2007-10,2013-12,2011-08,2010-02,NA,INTERVENTIONAL,NA,NA,Pilot Study of Growth Hormon to Treat SMA Typ II and III,Can Treatment With Human Growth Hormone Increase Strength in Spinal Muscular Atrophy Type II and III?,COMPLETED,NA,PHASE2,20,ACTUAL,University Hospital Freiburg,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T03:58:33Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,49,FALSE,FALSE
NCT01601496,2009-10-26,2012-04-23,2012-05-16,FALSE,NA,2015-04-21,NA,2020-10-12,2012-05-18,ESTIMATED,2020-10-12,2020-10-14,ACTUAL,NA,NA,NA,2020-10-12,2020-10-14,ACTUAL,ACTUAL,2020-10-31,ACTUAL,2013-07-24,ACTUAL,2013-07-24,2024-09-26T03:58:33Z,2009-10-26,2020-10,2013-07-24,2013-07-24,NA,INTERVENTIONAL,PERFECTION,Patients with peripheral vascular disease who underwent femoral-to-above-knee popliteal bypass with a FUSION Vascular Graft.,Evaluation of FUSION™ Vascular Graft for Above Knee Targets,Study of PERipheral Bypass GraFting: ProspECTive Evaluation of FUSION™ Vascular Graft for Above Knee Targets(PERFECTION),TERMINATED,NA,NA,117,ACTUAL,Maquet Cardiovascular,NA,1,NA,Slow Enrollment,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NO,NA,2024-09-26T03:58:33Z,INDUSTRY,NA,NA,NA,NA,NA,NA,TRUE,636,-910,FALSE,TRUE
NCT02787122,2014-01-01,2016-03-03,2016-05-25,FALSE,NA,NA,NA,2020-03-03,2016-06-01,ESTIMATED,NA,NA,NA,NA,NA,NA,2020-03-03,2020-03-04,ACTUAL,ACTUAL,2020-03-31,ACTUAL,2017-12-31,ACTUAL,2017-12-31,2024-09-26T03:58:33Z,2014-01-01,2020-03,2017-12-31,2017-12-31,NA,INTERVENTIONAL,CBT-E,NA,Pilot-trial of Emotion-focused Cognitive Behavior Therapy for Patients With Schizophrenia,Comparison of Emotion-focused Cognitive Behavior Therapy for Patients With Schizophrenia With Standard Treatment: Effects on Psychological Parameters and Rehospitalisation,COMPLETED,NA,NA,64,ACTUAL,Philipps University Marburg Medical Center,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNDECIDED,NA,2024-09-26T03:58:33Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-792,FALSE,FALSE
NCT01795053,2012-02-29,2012-08-24,2013-02-19,FALSE,NA,NA,NA,2017-03-14,2013-02-20,ESTIMATED,NA,NA,NA,NA,NA,NA,2017-03-14,2017-03-15,ACTUAL,NA,2017-03-31,ESTIMATED,2017-10-31,ESTIMATED,2017-07-31,2024-09-26T16:01:24Z,2012-02,2017-03,2017-10,2017-07,NA,INTERVENTIONAL,NA,NA,Effects of Playtraining in ADHD Preschoolers on ADHD Symptoms and Play Persistence and Intensity,"Randomized Controlled Trial to Evalualte Effects of Playtraining as Manualized in THOP, a Modulized German ADHD Manual, in 3 to 6 Year Old Children With a Diagnosis of ADHD on ADHD Symptoms and Play Persistence and Intensity",UNKNOWN,RECRUITING,NA,60,ESTIMATED,University of Cologne,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T16:01:24Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-177,FALSE,FALSE
NCT02532881,2015-08-31,2015-07-30,2015-08-25,TRUE,NA,NA,NA,2016-11-11,2015-08-26,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-11-11,2016-11-15,ESTIMATED,NA,2016-11-30,ACTUAL,2016-10-31,ACTUAL,2016-08-31,2024-09-26T16:01:24Z,2015-08,2016-11,2016-10,2016-08,NA,INTERVENTIONAL,Reh@:Info,NA,Evaluation of a Video-based Internet Intervention as Preparation for Inpatient Psychosomatic Rehabilitation,Evaluation of a Video-based Internet Intervention as Preparation for Inpatient Psychosomatic Rehabilitation: A Randomized Controlled Trial,COMPLETED,NA,PHASE2,492,ACTUAL,Johannes Gutenberg University Mainz,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T16:01:24Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,32,FALSE,FALSE
NCT00187278,2003-05-31,2005-09-13,2005-09-13,FALSE,NA,2016-01-27,NA,2021-01-05,2005-09-16,ESTIMATED,2021-01-05,2021-01-25,ACTUAL,NA,NA,NA,2021-01-05,2021-01-25,ACTUAL,NA,2021-01-31,ACTUAL,2014-10-31,ACTUAL,2014-05-31,2024-09-26T04:04:33Z,2003-05,2021-01,2014-10,2014-05,NA,INTERVENTIONAL,NA,NA,Biopace Study: Biventricular Pacing for Atrioventricular Block to Prevent Cardiac Desynchronization,Biventricular Pacing for Atrioventricular Block in Left Ventricular Dysfunction to Prevent Cardiac Desynchronization,COMPLETED,NA,NA,1833,ACTUAL,Abbott Medical Devices,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T04:04:33Z,INDUSTRY,NA,NA,NA,NA,NA,NA,TRUE,453,-836,FALSE,TRUE
NCT00170274,2000-08-31,2005-09-12,2005-09-12,FALSE,NA,NA,NA,2018-01-29,2005-09-15,ESTIMATED,NA,NA,NA,NA,NA,NA,2018-01-29,2018-01-30,ACTUAL,NA,2018-01-31,ACTUAL,2014-10-31,ACTUAL,2011-06-30,2024-09-26T04:04:33Z,2000-08,2018-01,2014-10,2011-06,NA,INTERVENTIONAL,NA,NA,APART: Prevention and Automatic Therapy of Atrial Arrhythmias in Patients With Paroxysmal Supraventricular Tachycardias,Prevention and Automatic Therapy of Atrial Arrhythmias in Patients With Paroxysmal Supraventricular Tachycardias Who Need Cardiac Pacing,COMPLETED,NA,NA,156,ACTUAL,Medtronic Bakken Research Center,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,2024-09-26T04:04:33Z,INDUSTRY,NA,NA,NA,NA,NA,NA,FALSE,NA,-1838,FALSE,FALSE
NCT02090686,2014-03-31,2014-03-17,2014-03-17,TRUE,NA,NA,NA,2018-02-19,2014-03-18,ESTIMATED,NA,NA,NA,NA,NA,NA,2018-02-19,2018-02-20,ACTUAL,NA,2018-02-28,ACTUAL,2015-02-28,ACTUAL,2014-10-31,2024-09-26T04:04:33Z,2014-03,2018-02,2015-02-28,2014-10,NA,INTERVENTIONAL,Cupping-LBP,NA,Pulsatile Cupping in Low Back Pain,Efficacy of Pulsatile Cupping in Patients With Chronic Low Back Pain - a Randomized Controlled Study.,COMPLETED,NA,NA,110,ACTUAL,"Charite University, Berlin, Germany",NA,3,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T04:04:33Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,14,FALSE,FALSE
NCT00752336,2002-01-31,2008-09-12,2008-09-12,FALSE,NA,NA,NA,2008-09-12,2008-09-15,ESTIMATED,NA,NA,NA,NA,NA,NA,2008-09-12,2008-09-15,ESTIMATED,NA,2008-09-30,ESTIMATED,2009-09-30,ESTIMATED,2009-09-30,2024-09-26T04:04:33Z,2002-01,2008-09,2009-09,2009-09,NA,INTERVENTIONAL,Ergo-HTx,NA,Prospective Intervention Study to Improve HRQoL and Exercise Tolerance After Heart Transplantation,Prospective Intervention Study to Improve HRQoL and Exercise Tolerance After Heart Transplantation,UNKNOWN,ACTIVE_NOT_RECRUITING,NA,87,ACTUAL,Hannover Medical School,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T04:04:33Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-2416,FALSE,FALSE
NCT02118779,2014-04-02,2014-04-11,2014-04-18,TRUE,NA,NA,NA,2017-07-13,2014-04-21,ESTIMATED,NA,NA,NA,NA,NA,NA,2017-07-13,2017-07-18,ACTUAL,ACTUAL,2017-07-31,ACTUAL,2016-10-17,ACTUAL,2016-03-29,2024-09-26T04:04:33Z,2014-04-02,2017-07,2016-10-17,2016-03-29,NA,INTERVENTIONAL,OPTIMISTIC,NA,Observational Prolonged Trial in Myotonic Dystrophy Type 1,"Observational Prolonged Trial in Myotonic Dystrophy Type 1 to Improve Quality of Life Standards, a Target Identification Collaboration",COMPLETED,NA,NA,255,ACTUAL,Radboud University Medical Center,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T04:04:33Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-9,FALSE,FALSE
NCT01619657,2012-06-30,2012-06-12,2012-06-12,TRUE,NA,NA,NA,2017-10-25,2012-06-14,ESTIMATED,NA,NA,NA,NA,NA,NA,2017-10-25,2017-10-26,ACTUAL,NA,2017-10-31,ACTUAL,2017-10-31,ACTUAL,2016-11-30,2024-09-27T02:27:23Z,2012-06,2017-10,2017-10,2016-11,NA,INTERVENTIONAL,PRESIS,NA,Preventive Inhalation of Hypertonic Saline in Infants With Cystic Fibrosis,"Randomized, Double-blind, Controlled Pilot Study on Safety of Hypertonic Saline as Preventive Inhalation Therapy in Newborns and Infants With Cystic Fibrosis",COMPLETED,NA,PHASE2,42,ACTUAL,Heidelberg University,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T02:27:23Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,18,FALSE,FALSE
NCT01905254,2007-08-31,2013-07-01,2013-07-18,FALSE,NA,2014-12-07,NA,2015-05-04,2013-07-23,ESTIMATED,2015-05-04,2015-05-06,ESTIMATED,NA,NA,NA,2015-05-04,2015-05-06,ESTIMATED,NA,2015-05-31,ACTUAL,2013-01-31,ACTUAL,2010-08-31,2024-09-27T02:27:23Z,2007-08,2015-05,2013-01,2010-08,NA,INTERVENTIONAL,NA,Data analysis was performed on 34 patients (female: 28 (82%); male: 6 (18 %). Indications for liver biopsy and Transient elastography were: 19 patients for follow-up of AIH while receiving immunosuppression and 15 patients for staging and grading of AIH before starting with an immunosuppressive therapy in.,Transient Elastography in Autoimmune Hepatitis,Prospective Comparison of Transient Elastography and Mini-laparoscopic Guided Liver Biopsy in Autoimmune Hepatitis,COMPLETED,NA,NA,34,ACTUAL,Universitätsklinikum Hamburg-Eppendorf,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T02:27:23Z,OTHER,NA,NA,NA,NA,NA,NA,TRUE,675,-2131,FALSE,TRUE
NCT01947595,2012-03-31,2013-06-25,2013-09-17,FALSE,NA,NA,NA,2017-08-22,2013-09-20,ESTIMATED,NA,NA,NA,NA,NA,NA,2017-08-22,2017-08-23,ACTUAL,NA,2017-08-31,ACTUAL,2017-08-31,ACTUAL,2017-08-31,2024-09-27T02:27:23Z,2012-03,2017-08,2017-08,2017-08,NA,INTERVENTIONAL,PLIS,NA,Individualized Lifestyle Intervention in Subjects With Prediabetes,Prediabetes Lifestyle Intervention Study,COMPLETED,NA,NA,1145,ACTUAL,University Hospital Tuebingen,NA,4,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T02:27:23Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-451,FALSE,FALSE
NCT01338922,2011-04-30,2011-04-07,2011-04-19,TRUE,NA,NA,NA,2018-01-31,2011-04-20,ESTIMATED,NA,NA,NA,NA,NA,NA,2018-01-31,2018-02-05,ACTUAL,NA,2018-01-31,ACTUAL,2016-08-31,ACTUAL,2015-07-31,2024-09-27T02:27:23Z,2011-04,2018-01,2016-08,2015-07,NA,INTERVENTIONAL,pumpkin,NA,Psychosocial Issues in Insulin Pump Therapy in Children With Type 1 Diabetes Mellitus (DM),Psychosocial Issues in Insulin Pump Therapy in Children With Type 1 DM - a Randomised Controlled Trial,COMPLETED,NA,NA,211,ACTUAL,University Hospital Schleswig-Holstein,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,2024-09-27T02:27:23Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,23,FALSE,FALSE
NCT01352702,2011-05-31,2011-05-11,2011-05-11,TRUE,NA,NA,NA,2015-02-04,2011-05-12,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-02-04,2015-02-05,ESTIMATED,NA,2015-02-28,ACTUAL,2014-05-31,ACTUAL,2014-05-31,2024-09-27T02:27:23Z,2011-05,2015-02,2014-05,2014-05,NA,INTERVENTIONAL,Dabi-ADP-2,NA,Impact of Dabigatran and Phenprocoumon on Clopidogrel Mediated ADP Induced Platelet Aggregation in Patients With Atrial Fibrillation,Impact of Dabigatran and Phenprocoumon on Clopidogrel Mediated ADP Induced Platelet Aggregation in Patients With Atrial Fibrillation,TERMINATED,NA,PHASE4,46,ACTUAL,Deutsches Herzzentrum Muenchen,NA,2,NA,Slow recruitment; Study was terminated for futility reasons,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T02:27:23Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,20,FALSE,FALSE
