iv_id,iv_registry,mdr_study_id,identifier,identifier_type,identifier_type_id,identifier_source
NCT00758277,ClinicalTrials.gov,2061477,Kep-F10.2.01,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT00763659,ClinicalTrials.gov,2061887,2032-06/07,Sponsor’s ID,14,Friedrich-Schiller-Universität Jena
NCT00764036,ClinicalTrials.gov,2061915,M33/2,Sponsor’s ID,14,Universität Heidelberg
NCT00764933,ClinicalTrials.gov,2061984,PfVMS-T4,Sponsor’s ID,14,Martin-Luther-Universität Halle-Wittenberg
NCT00769561,ClinicalTrials.gov,2062333,TMD_Jue2008,Sponsor’s ID,14,Philipps University Marburg Medical Center
NCT00774072,ClinicalTrials.gov,2062673,2008-000164-17,Trial registry ID,11,EU Clinical Trials Register
NCT00774072,ClinicalTrials.gov,2062673,tobra nasal CF pilot,Sponsor’s ID,14,Friedrich-Schiller-Universität Jena
NCT00778752,ClinicalTrials.gov,2063026,Revlimid as maintenance in MM,Sponsor’s ID,14,Universitätsklinikum Hamburg-Eppendorf
NCT00783120,ClinicalTrials.gov,2063357,RESIS,Sponsor’s ID,14,Institut fuer anwendungsorientierte Forschung und klinische Studien GmbH
NCT00783159,ClinicalTrials.gov,2063360,32.5.8051.0113.0,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT00785330,ClinicalTrials.gov,2063525,DSHNHL 2004-R3,Sponsor’s ID,14,Institut fuer anwendungsorientierte Forschung und klinische Studien GmbH
NCT00786292,ClinicalTrials.gov,2063599,EK276112007,Sponsor’s ID,14,Technische Universität Dresden
NCT00786994,ClinicalTrials.gov,2063652,BAK-08,Sponsor’s ID,14,Amryt Pharma
NCT00791141,ClinicalTrials.gov,2063964,ACCRA-HN,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT00792220,ClinicalTrials.gov,2064047,MSU,Sponsor’s ID,14,Universitätsklinikum des Saarlandes
NCT00793663,ClinicalTrials.gov,2064154,2008-004132-20,Trial registry ID,11,EU Clinical Trials Register
NCT00793663,ClinicalTrials.gov,2064154,ALS-8-08-A-401,Sponsor’s ID,14,Rheinisch-Westfälische Technische Hochschule Aachen
NCT00793663,ClinicalTrials.gov,2064154,Version V3; Date: 20.10.2008,Type not provided,1,No organisation name provided in source data
NCT00793663,ClinicalTrials.gov,2064154,Protocol version:,Type not provided,1,No organisation name provided in source data
NCT00793663,ClinicalTrials.gov,2064154,EudraCT-number:,Type not provided,1,No organisation name provided in source data
NCT00798525,ClinicalTrials.gov,2064518,2006-003122-28,Trial registry ID,11,EU Clinical Trials Register
NCT00798525,ClinicalTrials.gov,2064518,ArgLepi-2006,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT00802906,ClinicalTrials.gov,2064850,MK-RCS-2008,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT00803309,ClinicalTrials.gov,2064881,P05498,Sponsor’s ID,14,"HepNet Study House, German Liverfoundation"
NCT00804102,ClinicalTrials.gov,2064942,EST-2008,Sponsor’s ID,14,Okuvision GmbH
NCT00804271,ClinicalTrials.gov,2064955,2008-005144-16,Trial registry ID,11,EU Clinical Trials Register
NCT00804271,ClinicalTrials.gov,2064955,MRZ 90001-AD-3001,Sponsor’s ID,14,Merz Pharmaceuticals GmbH
NCT00804271,ClinicalTrials.gov,2064955,MRZ 90001/AD/3001,Sponsor’s ID,14,Merz Pharmaceuticals GmbH
NCT00810992,ClinicalTrials.gov,2065458,337/2008BO1 UKT,Sponsor’s ID,14,University Hospital Tuebingen
NCT00822068,ClinicalTrials.gov,2066301,Aphasia_tDCS,Sponsor’s ID,14,University Hospital Muenster
NCT00832039,ClinicalTrials.gov,2067062,2007-004333-42,Trial registry ID,11,EU Clinical Trials Register
NCT00832039,ClinicalTrials.gov,2067062,SISPCT,Sponsor’s ID,14,Friedrich-Schiller-University of Jena
NCT00832039,ClinicalTrials.gov,2067062,SE120301S,Other,90,Biosyn
NCT00832039,ClinicalTrials.gov,2067062,01 KI 01 06,Funder / Contract ID,13,bmbf
NCT00832611,ClinicalTrials.gov,2067105,ROX IX,Sponsor’s ID,14,"ROX Medical, Inc"
NCT00837603,ClinicalTrials.gov,2067485,TGA2009,Sponsor’s ID,14,Medizinische Hochschule Hannover
NCT00844142,ClinicalTrials.gov,2067977,M01,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT00844142,ClinicalTrials.gov,2067977,Enbrel-Sulfa-Early-AS,Type not provided,1,No organisation name provided in source data
NCT00865917,ClinicalTrials.gov,2069625,CCB-CRC-07-02,Sponsor’s ID,14,Medizinische Hochschule Hannover
NCT00876551,ClinicalTrials.gov,2070430,Spongebop01,Sponsor’s ID,14,Medizinische Hochschule Hannover
NCT00886704,ClinicalTrials.gov,2071202,477-08,Sponsor’s ID,14,"Ludwig-Maximilians, University of Munich"
NCT00895778,ClinicalTrials.gov,2071887,NISCO,Sponsor’s ID,14,Technische Universität München
NCT00902889,ClinicalTrials.gov,2072397,Huntington,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT00908362,ClinicalTrials.gov,2072807,LO-0003,Sponsor’s ID,14,Universität Rostock 
NCT00915252,ClinicalTrials.gov,2073332,101010,Sponsor’s ID,14,University Hospital Muenster
NCT00916825,ClinicalTrials.gov,2073451,RvF01 - 135/07,Sponsor’s ID,14,Philipps University Marburg Medical Center
NCT00917046,ClinicalTrials.gov,2073468,090309,Sponsor’s ID,14,Norges Teknisk-Naturvitenskapelige Universitet
NCT00918619,ClinicalTrials.gov,2073588,2008-001583-36,Trial registry ID,11,EU Clinical Trials Register
NCT00918619,ClinicalTrials.gov,2073588,AAG-G-H-0804,Sponsor’s ID,14,Aesculap
NCT00924638,ClinicalTrials.gov,2074034,CRYSTAL-AF,Sponsor’s ID,14,Medtronic
NCT00928122,ClinicalTrials.gov,2074300,ISCAF,Sponsor’s ID,14,20/10 Perfect Vision
NCT00933218,ClinicalTrials.gov,2074684,2384/09,Sponsor’s ID,14,Technische Universität München
NCT00934206,ClinicalTrials.gov,2074759,01/2009,Sponsor’s ID,14,Universität des Saarlandes
NCT00938574,ClinicalTrials.gov,2075093,2008-005588-32,Trial registry ID,11,EU Clinical Trials Register
NCT00938574,ClinicalTrials.gov,2075093,Atu027-I-01,Sponsor’s ID,14,Silence Therapeutics GmbH
NCT00943449,ClinicalTrials.gov,2075465,DRKS00000376,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT00943449,ClinicalTrials.gov,2075465,2009-010760-42,Trial registry ID,11,EU Clinical Trials Register
NCT00943449,ClinicalTrials.gov,2075465,4035162,Sponsor’s ID,14,4SC AG
NCT00943449,ClinicalTrials.gov,2075465,4SC-201-1-2009,Sponsor’s ID,14,4SC AG
NCT00944801,ClinicalTrials.gov,2075569,RNOP-09,Sponsor’s ID,14,Universität Regensburg
NCT00947908,ClinicalTrials.gov,2075808,LO-0004,Sponsor’s ID,14,Universität Rostock 
NCT00949975,ClinicalTrials.gov,2075967,2009-011148-21,Trial registry ID,11,EU Clinical Trials Register
NCT00949975,ClinicalTrials.gov,2075967,D0520C00012,Sponsor’s ID,14,AstraZeneca
NCT00952458,ClinicalTrials.gov,2076158,2094/08,Sponsor’s ID,14,Technische Universität München
NCT00953108,ClinicalTrials.gov,2076205,QUE/09,Sponsor’s ID,14,"Ludwig-Maximilians, University of Munich"
NCT00956566,ClinicalTrials.gov,2076468,B-SMART,Sponsor’s ID,14,Medizinische Hochschule Hannover
NCT00961181,ClinicalTrials.gov,2076817,C0902,Sponsor’s ID,14,Biotronik AG
NCT00963261,ClinicalTrials.gov,2076971,PO5098,Sponsor’s ID,14,Universitätsklinikum Freiburg
NCT00974077,ClinicalTrials.gov,2077791,HA1399/16-1,Sponsor’s ID,14,University Hospital Tuebingen
NCT00974779,ClinicalTrials.gov,2077843,KIM2H-2009-02,Sponsor’s ID,14,Martin-Luther-Universität Halle-Wittenberg
NCT00979056,ClinicalTrials.gov,2078166,2007-003986-42,Trial registry ID,11,EU Clinical Trials Register
NCT00979056,ClinicalTrials.gov,2078166,Rifa1,Sponsor’s ID,14,University Hospital Tuebingen
NCT00979719,ClinicalTrials.gov,2078216,8011 - 106 - 31/31.91,Sponsor’s ID,14,Freie Universität Berlin
NCT00979719,ClinicalTrials.gov,2078216,0421/00-40-64-50-00,Type not provided,1,No organisation name provided in source data
NCT00979745,ClinicalTrials.gov,2078218,2009-011018-51,Trial registry ID,11,EU Clinical Trials Register
NCT00979745,ClinicalTrials.gov,2078218,CUV029,Sponsor’s ID,14,Clinuvel Pharmaceuticals Limited
NCT00986258,ClinicalTrials.gov,2078705,2009-010428-25,Trial registry ID,11,EU Clinical Trials Register
NCT00986258,ClinicalTrials.gov,2078705,KF5503/45,Sponsor’s ID,14,Grünenthal
NCT00986258,ClinicalTrials.gov,2078705,835093,Sponsor’s ID,14,Grünenthal
NCT00987077,ClinicalTrials.gov,2078764,SRT_CSC_Kiel,Sponsor’s ID,14,Christian-Albrechts-Universität zu Kiel
NCT00987324,ClinicalTrials.gov,2078783,GE IDE NO. S02908,Sponsor’s ID,14,Deutsches Herzzentrum Muenchen
NCT00987532,ClinicalTrials.gov,2078799,MIPH_KITA2008,Sponsor’s ID,14,Universitätsmedizin Mannheim
NCT00988754,ClinicalTrials.gov,2078893,LP00001 FA 08 07-26,Sponsor’s ID,14,Technische Universität München
NCT00991211,ClinicalTrials.gov,2079082,NHL 1-2003,Sponsor’s ID,14,Justus-Liebig-Universität Giessen
NCT00995852,ClinicalTrials.gov,2079437,09 2009,Sponsor’s ID,14,Universität Heidelberg
NCT00996554,ClinicalTrials.gov,2079490,EK II-MA 0263.5,Sponsor’s ID,14,Universitätsmedizin Mannheim
NCT00997841,ClinicalTrials.gov,2079589,POC-9509,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT00998907,ClinicalTrials.gov,2079670,09/2009,Sponsor’s ID,14,Universitätsklinikum des Saarlandes
NCT00999856,ClinicalTrials.gov,2079742,P-2.1-C-01,Sponsor’s ID,14,EyeSense GmbH
NCT01011322,ClinicalTrials.gov,2080613,2008-007952-90,Trial registry ID,11,EU Clinical Trials Register
NCT01011322,ClinicalTrials.gov,2080613,LT-02-UC-01,Sponsor’s ID,14,Lipid Therapeutics GmbH
NCT01014507,ClinicalTrials.gov,2080856,PROFE,Sponsor’s ID,14,Universität zu Kôln
NCT01017172,ClinicalTrials.gov,2081058,JWG11.2009,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT01021423,ClinicalTrials.gov,2081378,2008-006177-32,Trial registry ID,11,EU Clinical Trials Register
NCT01021423,ClinicalTrials.gov,2081378,CC-5013-MCL-003,Sponsor’s ID,14,Celgene
NCT01025167,ClinicalTrials.gov,2081664,N-SUP-09-DE,Sponsor’s ID,14,Fresenius Kabi
NCT01030666,ClinicalTrials.gov,2082082,DoxP-01/2006,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT01035242,ClinicalTrials.gov,2082432,JE 540/3-1,Sponsor’s ID,14,Universitätsklinikum Hamburg-Eppendorf
NCT01045772,ClinicalTrials.gov,2083182,2006-004290-97,Trial registry ID,11,EU Clinical Trials Register
NCT01045772,ClinicalTrials.gov,2083182,ACCILTRA1,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01049607,ClinicalTrials.gov,2083475,NNR-03,Sponsor’s ID,14,Universität Heidelberg
NCT01056744,ClinicalTrials.gov,2084018,UKJ-TCP-1,Sponsor’s ID,14,Friedrich-Schiller-Universität Jena
NCT01057043,ClinicalTrials.gov,2084041,EAI /230/09,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01061229,ClinicalTrials.gov,2084361,ZS EK 15 - 287/09,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01061489,ClinicalTrials.gov,2084381,WIN-Kol-09,Sponsor’s ID,14,Universität Konstanz
NCT01065311,ClinicalTrials.gov,2084674,DFG Mi 700/4,Sponsor’s ID,14,Ruhr-Universität Bochum
NCT01065337,ClinicalTrials.gov,2084676,HDZ-SBE-2004,Sponsor’s ID,14,Ruhr-Universität Bochum
NCT01068106,ClinicalTrials.gov,2084886,GE IDE No. S03010,Sponsor’s ID,14,Deutsches Herzzentrum Muenchen
NCT01070849,ClinicalTrials.gov,2085095,8011 - 106 - 31/31.87,Sponsor’s ID,14,University of Erlangen-Nürnberg
NCT01072474,ClinicalTrials.gov,2085218,2680/10,Sponsor’s ID,14,Technische Universität München
NCT01079442,ClinicalTrials.gov,2085748,NNR-6,Sponsor’s ID,14,Universität Heidelberg
NCT01079689,ClinicalTrials.gov,2085767,BANS10,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01083030,ClinicalTrials.gov,2086022,Pac 12,Sponsor’s ID,14,Universität des Saarlandes
NCT01088620,ClinicalTrials.gov,2086449,2009-014677-41,Trial registry ID,11,EU Clinical Trials Register
NCT01088620,ClinicalTrials.gov,2086449,AG47/GMIHO-006/2008,Sponsor’s ID,14,"GMIHO Gesellschaft für Medizinische Innovation, Hämatologie und Onkologie mbH"
NCT01088620,ClinicalTrials.gov,2086449,WISP_AG47,Sponsor’s ID,14,WiSP Wissenschaftlicher Service Pharma GmbH
NCT01088620,ClinicalTrials.gov,2086449,GMIHO-006/2008,Other,90,GMIHO
NCT01088672,ClinicalTrials.gov,2086453,DQR0036,Sponsor’s ID,14,Stryker Neurovascular
NCT01089231,ClinicalTrials.gov,2086496,GWLUH-001,Sponsor’s ID,14,Leibniz Universität Hannover
NCT01089231,ClinicalTrials.gov,2086496,GWLUH2010,Other,90,01
NCT01094145,ClinicalTrials.gov,2086873,UK-09157,Sponsor’s ID,14,Universität zu Kôln
NCT01101139,ClinicalTrials.gov,2087406,2009-017085-22,Trial registry ID,11,EU Clinical Trials Register
NCT01101139,ClinicalTrials.gov,2087406,SIMAR,Sponsor’s ID,14,Technische Universität München
NCT01105351,ClinicalTrials.gov,2087729,Folate Forms MTHFR,Sponsor’s ID,14,Universität des Saarlandes
NCT01108146,ClinicalTrials.gov,2087943,HPA-PTSD-1,Sponsor’s ID,14,"Central Institute of Mental Health, Mannheim"
NCT01115101,ClinicalTrials.gov,2088478,KJ-2009-MD,Sponsor’s ID,14,Universität Rostock 
NCT01143272,ClinicalTrials.gov,2090624,U1111-1114-7443,Trial registry ID,11,International Clinical Trials Registry Platform
NCT01143272,ClinicalTrials.gov,2090624,ISRCTN01005546,Trial registry ID,11,ISRCTN
NCT01143272,ClinicalTrials.gov,2090624,2009-017374-20,Trial registry ID,11,EU Clinical Trials Register
NCT01143272,ClinicalTrials.gov,2090624,DRKS00000084,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01143272,ClinicalTrials.gov,2090624,4036133,Sponsor’s ID,14,Bernhard Nocht Institute for Tropical Medicine
NCT01143272,ClinicalTrials.gov,2090624,BNI-2009-01,Sponsor’s ID,14,Bernhard Nocht Institute for Tropical Medicine
NCT01145404,ClinicalTrials.gov,2090786,NCT-2008-11-01-1015,Sponsor’s ID,14,"National Center for Tumor Diseases, Heidelberg"
NCT01145924,ClinicalTrials.gov,2090825,HD 08,Sponsor’s ID,14,Universität Heidelberg
NCT01154270,ClinicalTrials.gov,2091461,COSMIC,Sponsor’s ID,14,Universität Heidelberg
NCT01163734,ClinicalTrials.gov,2092184,2009-017168-17,Trial registry ID,11,EU Clinical Trials Register
NCT01163734,ClinicalTrials.gov,2092184,GS-US-270-0101,Sponsor’s ID,14,Gilead Sciences
NCT01167075,ClinicalTrials.gov,2092441,3941,Sponsor’s ID,14,Medizinische Hochschule Hannover
NCT01172769,ClinicalTrials.gov,2092876,HN001,Sponsor’s ID,14,Medizinische Hochschule Hannover
NCT01175265,ClinicalTrials.gov,2093066,FDAAA,Sponsor’s ID,14,Universitätsklinikum Essen
NCT01176734,ClinicalTrials.gov,2093179,cMPsTIN01,Sponsor’s ID,14,cerbomed GmbH
NCT01178255,ClinicalTrials.gov,2093295,2009-017458-11,Trial registry ID,11,EU Clinical Trials Register
NCT01178255,ClinicalTrials.gov,2093295,DEP-HOM,Sponsor’s ID,14,"Institute for Social Medicine, Epidemiology, and Health Economics, Charité Berlin"
NCT01178255,ClinicalTrials.gov,2093295,DEP-HOM10,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01179789,ClinicalTrials.gov,2093413,EA1/079/09,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01179971,ClinicalTrials.gov,2093427,Charite-n-3-n-6,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01180400,ClinicalTrials.gov,2093460,2010-019925-33,Trial registry ID,11,EU Clinical Trials Register
NCT01180400,ClinicalTrials.gov,2093460,D4130C00003,Sponsor’s ID,14,AstraZeneca
NCT01186510,ClinicalTrials.gov,2093927,PulPer-001-Sch,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT01187134,ClinicalTrials.gov,2093975,DRKS00000621,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01187134,ClinicalTrials.gov,2093975,U1111-1118-2850,Trial registry ID,11,International Clinical Trials Registry Platform
NCT01187134,ClinicalTrials.gov,2093975,C1.1,Sponsor’s ID,14,"Center for Sepsis Control and Care, Germany"
NCT01187134,ClinicalTrials.gov,2093975,01EO1002,Funder / Contract ID,13,Federal Ministry of Education and Research (BMBF) of Germany
NCT01197508,ClinicalTrials.gov,2094764,2010-020140-36,Trial registry ID,11,EU Clinical Trials Register
NCT01197508,ClinicalTrials.gov,2094764,D4130C00005,Sponsor’s ID,14,AstraZeneca
NCT01200420,ClinicalTrials.gov,2094984,2010-019057-17,Trial registry ID,11,EU Clinical Trials Register
NCT01200420,ClinicalTrials.gov,2094984,SPC3649-203,Sponsor’s ID,14,Santaris Pharma A/S
NCT01205906,ClinicalTrials.gov,2095403,MINT-100510,Sponsor’s ID,14,Johannes Gutenberg-Universität Mainz
NCT01205919,ClinicalTrials.gov,2095404,TITUS-110510,Sponsor’s ID,14,Johannes Gutenberg-Universität Mainz
NCT01209637,ClinicalTrials.gov,2095688,SMW 04,Sponsor’s ID,14,Universität Leipzig
NCT01210729,ClinicalTrials.gov,2095772,ReFlow01,Sponsor’s ID,14,Universität des Saarlandes
NCT01212302,ClinicalTrials.gov,2095893,F654R,Trial registry ID,11,F654R Ruhr-University Bochum
NCT01212302,ClinicalTrials.gov,2095893,BOCLAplan01,Sponsor’s ID,14,Ruhr-Universität Bochum
NCT01217528,ClinicalTrials.gov,2096293,T76,Sponsor’s ID,14,Abbott Laboratories
NCT01220908,ClinicalTrials.gov,2096552,CLN0006,Sponsor’s ID,14,Boston Scientific Corporation
NCT01221493,ClinicalTrials.gov,2096597,S-320,Sponsor’s ID,14,Universität Heidelberg
NCT01221571,ClinicalTrials.gov,2096603,2010-019232-13,Trial registry ID,11,EU Clinical Trials Register
NCT01221571,ClinicalTrials.gov,2096603,AFM13-101,Sponsor’s ID,14,Affimed GmbH
NCT01224379,ClinicalTrials.gov,2096815,Uni-Köln-1223,Sponsor’s ID,14,Universität zu Kôln
NCT01230086,ClinicalTrials.gov,2097250,GER-EP-005,Sponsor’s ID,14,Deutsches Herzzentrum Muenchen
NCT01234233,ClinicalTrials.gov,2097564,THER-JH,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
NCT01235286,ClinicalTrials.gov,2097645,Kraemer001,Sponsor’s ID,14,Medizinische Hochschule Hannover
NCT01237431,ClinicalTrials.gov,2097809,D-MHH-Hep_Reflex-EK5413,Sponsor’s ID,14,Medizinische Hochschule Hannover
NCT01239992,ClinicalTrials.gov,2098003,2010-019954-42,Trial registry ID,11,EU Clinical Trials Register
NCT01239992,ClinicalTrials.gov,2098003,KP-Niacin-2010,Sponsor’s ID,14,"Ludwig-Maximilians, University of Munich"
NCT01244048,ClinicalTrials.gov,2098311,LSEP H35_08,Sponsor’s ID,14,Friedrich-Schiller-Universität Jena
NCT01249677,ClinicalTrials.gov,2098740,08- BO-LSBE,Sponsor’s ID,14,Ruhr-Universität Bochum
NCT01250106,ClinicalTrials.gov,2098772,Probiotic-01,Sponsor’s ID,14,German Diabetes Center
NCT01251328,ClinicalTrials.gov,2098865,GE DHM-AN-OR-2010/01,Sponsor’s ID,14,Deutsches Herzzentrum Muenchen
NCT01256424,ClinicalTrials.gov,2099255,2010-023903-91,Trial registry ID,11,EU Clinical Trials Register
NCT01256424,ClinicalTrials.gov,2099255,PCCE203/10,Sponsor’s ID,14,Photocure ASA
NCT01256424,ClinicalTrials.gov,2099255,PC CE203/10,Sponsor’s ID,14,Photocure
NCT01259739,ClinicalTrials.gov,2099510,Flavanols - Exercise,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT01261091,ClinicalTrials.gov,2099614,S-060/2009,Sponsor’s ID,14,Universität Heidelberg
NCT01261949,ClinicalTrials.gov,2099680,Uni-Reg-rTMS-Tinnitus-02,Sponsor’s ID,14,Universität Regensburg
NCT01263522,ClinicalTrials.gov,2099801,SAusE2011,Sponsor’s ID,14,Universität des Saarlandes
NCT01270126,ClinicalTrials.gov,2100308,EBS_optnerve_SCT,Sponsor’s ID,14,Otto-von-Guericke-Universität Magdeburg
NCT01280877,ClinicalTrials.gov,2101135,EBS-PP-2010-08-10-001,Sponsor’s ID,14,Otto-von-Guericke-Universität Magdeburg
NCT01281878,ClinicalTrials.gov,2101209,2009-015217-52,Trial registry ID,11,EU Clinical Trials Register
NCT01281878,ClinicalTrials.gov,2101209,Uni-Koeln-1251,Sponsor’s ID,14,Universität zu Kôln
NCT01285271,ClinicalTrials.gov,2101469,2010-023942-63,Trial registry ID,11,EU Clinical Trials Register
NCT01285271,ClinicalTrials.gov,2101469,10-017,Sponsor’s ID,14,Rheinisch-Westfälische Technische Hochschule Aachen
NCT01289964,ClinicalTrials.gov,2101827,DryCupping2009,Sponsor’s ID,14,Universität Duisburg-Essen
NCT01294254,ClinicalTrials.gov,2102157,BSH-10,Sponsor’s ID,14,Amryt Pharma
NCT01295307,ClinicalTrials.gov,2102238,2010-022584-35,Trial registry ID,11,EU Clinical Trials Register
NCT01295307,ClinicalTrials.gov,2102238,TUD-BRIDGE-046,Sponsor’s ID,14,Technische Universität Dresden
NCT01296997,ClinicalTrials.gov,2102366,LSEP H45-10,Sponsor’s ID,14,Friedrich-Schiller-Universität Jena
